First process instance # in stats,21
Last process instance # in stats,80

Resource utilization
Resource,Utilization %
Написание основного сюжета игры,Process_1.Activity_0jgfuzy,183487.20651666663,42509.977,377151.5660000001,1.1009232390999997E7,8052.882566674551,0.0,187666.21399998665,483172.954000473,482760.0,54000.0,1166400.0,2.89656E7,101.46351330555554,27.616653888888887,191.23338055555556,6087.810798333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
Написание программного кода игры,Process_1.Activity_0f09xom,257336.82638333325,66249.72099999999,429843.28099999996,1.5440209582999995E7,0.0,0.0,0.0,0.0,712440.0,108000.0,1220400.0,4.27464E7,362.41225886574074,97.0135013888889,602.0045569444445,21744.735531944443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
Получение заявки на создание игры,Process_1.StartEvent_1y45yut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
Попробовать запустить игру,Process_1.Activity_00e4t7q,731.3407977528092,15.12,2158.843,65089.33100000001,0.0,0.0,0.0,0.0,2548.3146067415732,0.0,226800.0,226800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.3407977528092,10.12,2153.843,64644.33100000001,89
Похвалить команду за проделанную работу и угостить выпивкой,Process_1.Activity_1e4xuho,1.0,1.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
Проверка совместимости программного кода с искусственным интеллектом,Process_1.Activity_1k3rkvn,7069.568764044944,246.625,14098.36,629191.62,0.0,0.0,0.0,0.0,20507.865168539327,0.0,226800.0,1825200.0,3.9637691011235945,2.0685069444444446,5.916211111111111,352.7754499999999,2.9637691011235945,1.0685069444444446,4.916211111111111,263.7754499999999,0.0,0.0,0.0,0.0,89
Публикация игры,Process_1.Event_1ceipg3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
Разработка искусственного интеллекта,Process_1.Activity_1ranadv,257556.21681666662,62296.53100000002,474372.70900000003,1.5453373008999998E7,0.0,0.0,0.0,0.0,704700.0,108000.0,1328400.0,4.2282E7,362.7169678009259,91.52295972222223,663.8509847222222,21763.018068055553,360.7169678009259,89.52295972222223,661.8509847222222,21643.018068055553,0.0,0.0,0.0,0.0,60
Разработка механики игры,Process_1.Activity_0nfd9rf,112306.22678333329,713.342,268100.66500000004,6738373.606999997,0.0,0.0,0.0,0.0,306540.0,0.0,777600.0,1.83924E7,155.98087053240744,0.9907527777777778,372.36203472222223,9358.852231944446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
Реализация звуко сопровождения,Process_1.Activity_0n0f1qk,71130.52669999999,52756.46899999998,87400.695,4267831.601999999,0.0,0.0,0.0,0.0,221400.0,108000.0,334800.0,1.3284E7,74.27543891666669,58.963724166666665,87.83391250000001,4456.526335000001,69.27543891666667,53.963724166666665,82.83391250000001,4156.5263350000005,0.0,0.0,0.0,0.0,60
Создание анимации движения персонажа,Process_1.Activity_06674iu,48182.73641573033,28279.388999999996,66526.334,4288263.540999999,0.0,0.0,0.0,0.0,138701.1235955056,54000.0,280800.0,1.23444E7,30.76818689762796,19.710771666666666,40.95907444444445,2738.3686338888883,29.768186897627963,18.710771666666666,39.95907444444445,2649.368633888889,0.0,0.0,0.0,0.0,89
Создание игрового движка игры,Process_1.Activity_1d3skk7,113786.42749999996,10774.205,311560.8729999999,6827185.649999998,0.0,0.0,0.0,0.0,324180.0,0.0,885600.0,1.94508E7,164.03670486111105,20.96417361111111,438.7234347222223,9842.202291666663,162.03670486111105,18.96417361111111,436.7234347222223,9722.202291666663,113785.42749999996,10773.205,311559.8729999999,6827125.649999998,60
Создание карты,Process_1.Activity_012es1g,53418.91638202247,31512.978000000003,78349.1,4754283.558,0.0,0.0,0.0,0.0,139065.16853932585,0.0,280800.0,1.23768E7,78.19293941947568,47.768024999999994,112.81819444444444,6959.171608333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89
Создание модели персонажа,Process_1.Activity_0e7447w,36170.79798333334,25971.456000000006,42865.72,2170247.879,0.0,0.0,0.0,0.0,117000.0,54000.0,280800.0,7020000.0,22.09488776851852,16.428586666666668,25.81428888888889,1325.6932661111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
Указать и реализовать возможности выигрыша и проигрыша в игре,Process_1.Activity_05casqe,17871.121426966292,1151.74,31770.891000000003,1590529.807,0.0,0.0,0.0,0.0,45505.61797752809,0.0,226800.0,4050000.0,25.821001981897624,2.599638888888889,45.126237499999995,2298.0691763888885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89

Scenario statistics
KPI,Min,Average,Max
Process Cycle Time (s),2351384.91,3708367.441299998,5951962.581
Process Cycle Time excluding out of timetable hours (s),634184.9100000001,986047.4413,1577962.5810000002
Process Waiting Time (s),0.0,8052.882566674551,187666.21399998665
Accumulated Process Duration (s),3053507.2779999995,4603306.0096333325,6555271.461999998
Cost,901.2434572222222,1448.7870565277776,1997.8173024999996


Process Cycle Time (s) distribution
From,To,Count
2351384,2711441,5
2711442,3071499,10
3071500,3431557,7
3431558,3791615,13
3791616,4151673,14
4151674,4511731,3
4511732,4871789,2
4871790,5231847,3
5231848,5591905,2
5591906,5951963,1

Process Waiting Time (s) distribution
From,To,Count
0,18766,54
18767,37533,1
37534,56300,3
56301,75067,0
75068,93834,1
93835,112601,0
112602,131368,0
131369,150135,0
150136,168902,0
168903,187669,1

Accumulated Process Duration (s) distribution
From,To,Count
3053507,3403683,5
3403684,3753860,9
3753861,4104037,3
4104038,4454214,9
4454215,4804391,9
4804392,5154568,8
5154569,5504745,8
5504746,5854922,4
5854923,6205099,2
6205100,6555276,3

Process Cost distribution
From,To,Count
901,1010,4
1011,1120,5
1121,1230,5
1231,1340,5
1341,1450,8
1451,1560,13
1561,1670,7
1671,1780,5
1781,1890,5
1891,2000,3

In-timetable Cycle time (s) distribution
From,To,Count
634184,728561,6
728562,822939,8
822940,917317,7
917318,1011695,14
1011696,1106073,14
1106074,1200451,3
1200452,1294829,1
1294830,1389207,3
1389208,1483585,3
1483586,1577963,1



Details
Instance #,Cycle time (s),Cycle time in time table only (s),Waiting time (s),Cost
1,4248496.803,1148896.8030000003,0.0,1497.5801438888886
2,4397141.613,1189541.613,0.0,1820.582512777778
3,2669729.882,671729.8820000002,0.0,1046.4406694444447
4,3626912.883,970112.8829999999,0.0,1453.2339105555557
5,3967505.079,1029905.0789999999,0.0,1467.8021527777776
6,5360423.225,1429223.2249999996,0.0,1833.2266105555561
7,3355727.333,860927.3330000001,0.0,1430.5475705555555
8,3548835.506,946035.506,0.0,1261.5841327777782
9,3876868.819,993268.8190000001,0.0,1376.9330222222225
10,3530889.325,928089.3250000002,0.0,1494.8730111111113
11,4584352.392,1203952.392,0.0,1682.580151111111
12,4047747.318,1056147.318,0.0,1672.2604738888888
13,3028219.17,814219.1699999999,0.0,1167.1098480555559
14,3374431.37,879631.3700000001,0.0,1364.9022447222223
15,4839407.581,1297007.5810000002,0.0,1925.843439722222
16,3614932.052,958132.0520000001,0.0,1418.6603705555556
17,3026151.03,812151.0299999998,0.0,1272.8468824999998
18,4145074.911,1099474.9109999998,0.0,1603.8951655555556
19,4913950.566,1317550.5659999996,187666.21399998665,1771.7294533333331
20,5342082.436,1410882.4359999998,0.0,1937.1694947222225
21,4064344.789,1072744.7889999999,48726.41199994087,1565.4163116666668
22,3703026.358,992226.358,0.0,1522.381432777778
23,2840554.588,734554.588,10952.81200003624,1006.6104150000001
24,2603120.078,723920.0780000002,0.0,1123.475997222222
25,3111610.571,843610.571,0.0,1342.5579266666668
26,3431355.656,882555.656,0.0,1487.364030833333
27,2863642.55,757642.5499999998,0.0,969.6638561111112
28,3297826.466,921826.466,0.0,1290.5146344444447
29,5192348.909,1433948.909,0.0,1889.838626111111
30,2789182.982,737182.9819999998,0.0,1156.7741141666668
31,2824040.111,718040.111,0.0,1133.1402122222225
32,2847406.345,741406.3450000002,0.0,1101.2721241666666
33,3790390.11,1025590.1099999999,0.0,1687.256708888889
34,4147559.909,1101959.909,0.0,1435.6008447222223
35,3974145.689,1036545.6889999998,52548.296000003815,1659.552516666667
36,3037651.15,823651.1499999999,0.0,1176.3373672222224
37,3131990.476,863990.4759999998,0.0,1326.9535372222224
38,3634585.776,977785.7760000001,0.0,1493.8655213888892
39,3463459.118,914659.1179999998,0.0,1450.4151269444444
40,2686534.022,753334.0219999999,0.0,1113.5878349999998
41,2407842.406,636642.406,48299.72300004959,901.2434572222222
42,3887419.276,1003819.2760000001,0.0,1344.1236263888889
43,3373018.929,943018.929,0.0,1455.298118611111
44,2948135.015,788135.0150000001,0.0,1113.151716111111
45,5951962.581,1577962.5810000002,0.0,1997.8173024999996
46,4049478.219,1057878.219,0.0,1566.7580497222223
47,4084584.231,1092984.2310000001,13134.809000015259,1638.1089619444444
48,3704308.506,993508.506,78827.01300001144,1316.5857275
49,2752124.494,700124.494,0.0,1092.9242069444444
50,3962095.019,1024495.0189999999,0.0,1611.8215708333332
51,4045119.287,1053519.287,16235.09400010109,1547.4104658333338
52,2351384.91,634184.9100000001,0.0,964.2339386111112
53,4289852.079,1136252.079,0.0,1813.669533611111
54,3718899.264,1008099.264,0.0,1528.3396536111113
55,3466627.471,917827.4709999999,0.0,1572.3177655555558
56,4080624.969,1089024.969,4088.544000148773,1509.3236675
57,3613201.176,956401.176,0.0,1463.5800027777777
58,4138492.258,1092892.258,0.0,1787.1787675
59,5000593.968,1350193.9680000003,0.0,1781.0848138888894
60,3742627.473,1031827.4730000002,22694.03700017929,1489.8716447222225
